+--------------+------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------------+---------------+---------------+
|  Drop State  |     Expected Value     | Dice Sum = 2 | Dice Sum = 3 | Dice Sum = 4 | Dice Sum = 5 | Dice Sum = 6 | Dice Sum = 7 | Dice Sum = 8 | Dice Sum = 9 | Dice Sum = 10 | Dice Sum = 11 | Dice Sum = 12 |
| 111101001000 |  0.05277363661958711   |      2       |      3       |      4       |     1 4      |     2 4      |     3 4      |     2 6      |     3 6      |      1 9      |      2 9      |      3 9      |
| 111101000111 | 0.0011475440724389755  |      2       |      3       |      4       |     2 3      |      6       |     3 4      |     2 6      |     3 6      |       10      |       11      |       12      |
| 111101000110 |  0.00934541210830553   |      2       |      3       |      4       |     2 3      |     2 4      |     3 4      |     2 6      |     3 6      |       10      |       11      |      1 11     |
| 111101000101 |  0.00404961941036258   |      2       |      3       |      4       |     2 3      |     2 4      |     3 4      |     2 6      |     3 6      |       10      |      1 10     |       12      |
| 111101000100 |  0.034973470126505105  |      2       |      3       |      4       |     2 3      |     2 4      |     3 4      |     2 6      |     3 6      |       10      |      1 10     |      2 10     |
| 111101000011 | 0.0017270059288095945  |      2       |      3       |      4       |     2 3      |      6       |     1 6      |     2 6      |     3 6      |      4 6      |       11      |       12      |
| 111101000010 |  0.018016221168013002  |      2       |      3       |      4       |     2 3      |     2 4      |     3 4      |     2 6      |     3 6      |      4 6      |       11      |      1 11     |
| 111101000001 |  0.004522329971718403  |      2       |      3       |      4       |     2 3      |      6       |     1 6      |     2 6      |     3 6      |      4 6      |       0       |       12      |
| 111101000000 |   0.0403496989788142   |      2       |      3       |      4       |     2 3      |      6       |     1 6      |     2 6      |     3 6      |      4 6      |       0       |       0       |
| 111100111111 |  0.001190090126983953  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |       10      |       11      |       12      |
| 111100111110 |  0.006723927883088281  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |       10      |       11      |      1 11     |
| 111100111101 | 0.0032600724444279525  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |       10      |      1 10     |       12      |
| 111100111100 |  0.019957617847924318  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |       10      |      1 10     |      2 10     |
| 111100111011 | 0.0020133563747333676  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |      1 9      |       11      |       12      |
| 111100111010 |  0.013026513889045695  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |      9       |      1 9      |       11      |      1 11     |
| 111100111001 |  0.005773379569847199  |      2       |      3       |      4       |     1 4      |     2 4      |      7       |      8       |      9       |      1 9      |      3 8      |       12      |
| 111100111000 |  0.04061282129036901   |      2       |      3       |      4       |     1 4      |     2 4      |      7       |      8       |      9       |      1 9      |      2 9      |      3 9      |
| 111100110111 | 0.0013614461818198065  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     2 7      |       10      |       11      |       12      |
| 111100110110 |  0.008856757830655235  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     2 7      |       10      |       11      |      1 11     |
| 111100110101 |  0.004176912339663527  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     2 7      |       10      |      1 10     |       12      |
| 111100110100 |  0.02954059803616487   |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     2 7      |       10      |      1 10     |      2 10     |
| 111100110011 |  0.002344381084381113  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     1 8      |      2 8      |       11      |       12      |
| 111100110010 |  0.018082550261929356  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |      8       |     1 8      |      2 8      |       11      |      1 11     |
| 111100110001 |  0.007341068390588042  |      2       |      3       |     1 3      |     1 4      |     2 4      |      7       |     1 7      |     1 8      |      2 8      |      3 8      |       12      |
| 111100110000 |  0.062061705373926725  |      2       |      3       |     1 3      |     1 4      |     2 4      |     3 4      |     1 7      |     1 8      |      2 8      |      3 8      |      4 8      |
| 111100101111 |  0.000975990912201971  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |     1 7      |      9       |       10      |       11      |       12      |
| 111100101110 |  0.00627241951305507   |      2       |      3       |      4       |     2 3      |     2 4      |      7       |     1 7      |      9       |       10      |       11      |      1 11     |
| 111100101101 | 0.0029875132173068125  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |     1 7      |      9       |       10      |      1 10     |       12      |
| 111100101100 |  0.02150994301342952   |      2       |      3       |      4       |     2 3      |     2 4      |     3 4      |     1 7      |      9       |       10      |      1 10     |      2 10     |
| 111100101011 | 0.0017579267971421096  |      2       |      3       |      4       |     2 3      |     2 4      |      7       |     1 7      |      9       |      1 9      |       11      |       12      |
